Height_rate_std,Resultant_acceleration_range,AGC_min,AGC_max,Resultant_velocity_range,AGC_mean,Resultant_acceleration_rate_std,Resultant_velocity_std,Resultant_velocity_rate_mean,Resultant_velocity_rate_std,Height_mean,Resultant_acceleration_std,Height_std,Resultant_acceleration_max,Resultant_velocity_max
-0.7877231175671848,-0.7440898890241122,-1.428562756871997,-1.4057608812794529,-0.7225559610663372,-1.4273187812630126,-0.7783414248114264,-0.7052230858479848,-0.710265420459788,-0.6564197815666912,-0.5742844009225947,-0.7417011078219723,-0.760693063058841,-0.7816201598370136,-0.7618080605624741
-0.6892259322836566,-0.8372318036536376,-1.428562756871997,-1.4057608812794529,-0.8454039722240357,-1.3444764392398345,-0.8637857877114542,-0.8463942637680757,-0.8334519576651113,-0.7858981535919707,-1.098896135591743,-0.8175132676313922,-1.0079293483868692,-0.8411617576379147,-0.9165453294779623
0.5173147156993956,1.1464392430508499,0.2578381561183601,0.33140065031013677,0.9356959467332814,-0.11564836589599756,1.1699667120651134,0.9642260382267653,0.95255604820633,0.44460658751200643,-0.2877300199832369,0.9552956941684697,0.5404053397305204,1.0619641276279261,0.7899327890569153
0.51074280650374,0.7638021883565838,0.2578381561183601,0.33140065031013677,0.8636748283708544,0.07765043215808981,0.8937916167861722,0.8041380266567466,0.8396022585004853,0.49759265417909115,-0.5663667143563849,0.740531508307796,-0.45485725231964236,0.5878365895837134,0.12941473258764477
-0.7674551204741317,-0.7289857947598648,0.2578381561183601,-0.24765319355305976,-1.048907786234472,-0.060420137880545434,-0.7794590050596524,-1.0417084021596814,-1.0469621699139542,-0.7813831769007319,2.3802452475526805,-0.7315966041923438,0.8970621361493094,-0.7132575845841271,0.13802678152620113
-0.6609778066954031,-0.8296797565215139,-1.428562756871997,-1.4057608812794529,-0.8821013813078858,-1.1649846981896077,-0.858783006570834,-0.891559134946032,-0.8702504919421017,-0.7789097702666404,-0.8375425504604205,-0.8093017823266304,-1.212574453074447,-0.830135535822933,-0.6707104779591743
0.5715677356756285,0.22257214388771945,0.2578381561183601,0.33140065031013677,0.9470780308341442,0.4090198002508075,0.4321021789544997,0.9961503590208183,0.9639694973403592,0.19834026637016636,0.07231167440437056,0.330391853047339,-0.2804111204794148,0.11370905153950024,1.6741404283458292
-0.6479880994061291,-0.8422665017417201,-1.428562756871997,-1.4057608812794529,-0.8538424138850274,-1.6758458073325522,-0.9004249914064526,-0.8418495361764357,-0.8419136527127609,-0.8021859696602104,-1.0378671904642134,-0.8426764413167162,-1.3432151647024047,-0.8411617576379147,-0.8447471869923796
2.077997776713248,0.8796002443824801,1.1010386126135385,1.4895083380365297,1.3960816243306573,1.1546008784594308,2.104724352842666,1.3104027958823123,1.2855139091510637,2.0784569571576808,-0.29087527114060496,1.3603666399623104,1.4574544118923707,0.6892778302815449,0.16065671098812162
-0.7688925715607863,-0.8347144546095964,-0.5853623003768185,-0.24765319355305976,-1.0027907213430052,-0.060420137880545434,-0.8910742084602761,-1.014924233294849,-0.9912724094840728,-0.8504877528536595,1.2125590469921672,-0.822881203947492,0.7111426422068954,-0.8962928667128233,-0.43527097844197676
